transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link,ret1d,ret5d,ret1m
2020-01-10,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.004322529419005683,-0.009792085187595334,0.14700819940717635
2020-01-10,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.02136437073337283,0.027068039756146467,0.05436157111693474
2020-01-10,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.024563399813942954,0.07906349805465807,0.1220495209337642
2020-01-10,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.011367913755171322,0.020462331489828012,0.08791207838126147
2020-01-13,Joint,--,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,,,
2020-01-13,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0141816377815569,0.012265223953725313,0.08164044263354775
2020-01-13,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0141816377815569,0.012265223953725313,0.08164044263354775
2020-01-13,Spouse,KSS,Kohl's Corporation,Stock,Sale (Full),"$1,001 - $15,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.004750537669660826,-0.0038868559671344505,-0.036061367612175044
2020-01-13,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,-0.0006786586132870864,-0.002390027275106843,0.1253392505184936
2020-01-13,Spouse,ETY,Eaton Vance Tax-Managed Diversified Equity Income,Stock,Sale (Partial),"$15,001 - $50,000",sep,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.004735553715950136,0.014996020460867898,0.020520933489835302
2020-01-13,Self,BFAM,Bright Horizons Family Solutions Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2804d5d8-9616-4854-80bc-62d298b46986/,-0.012045253341142925,-0.006542386452173421,0.06230511923733495
2020-01-13,Self,PG,The Procter &amp; Gamble Company,Stock,Sale (Full),"$100,001 - $250,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/2804d5d8-9616-4854-80bc-62d298b46986/,-0.0015214190918515502,0.009689294611507915,0.0006406296669940748
2020-01-13,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0044952553139254725,0.07698072030973724,0.09365049741823794
2020-01-14,Spouse,BABA,Alibaba Group Holding Limited,Stock,Purchase,"$15,001 - $50,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,-0.006313779415813903,-0.018190693964643456,-0.03028831491003081
2020-01-14,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.002412600465103276,-0.0018094503488274016,-0.025934879804249467
2020-01-14,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.002796970406328869,0.06880474647058721,0.08446762426022225
2020-01-17,Spouse,PRU,"Prudential Financial, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/2b47d301-0318-4604-bd14-a0b9c1b8437f/,-0.016580851036580135,-0.06951596401722904,-0.03419155249223882
2020-01-21,Spouse,DFS,Discover Financial Services,Stock,Purchase,"$250,001 - $500,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.019837428616884978,-0.10097988668051594,-0.099904404635076
2020-01-21,Spouse,MA,Mastercard Incorporated,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/5f8b9460-57a5-472f-ad9d-52d1f0b32237/,0.007392926838007963,-0.0051564119525240315,0.055198396966841035
2020-01-21,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0015146124861209476,0.012873917249234923,0.08330180899849671
2020-01-22,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.0018127303944719397,-0.028398751360786734,-0.14320235898123834
2020-01-23,Joint,CDLX,"Cardlytics, Inc.",Stock,Sale (Partial),"$1,000,001 - $5,000,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.013591341964104275,-0.024879014516324793,-0.0213084367729085
2020-01-24,Joint,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03367570332638525,-0.1382387467392977,-0.2042431586592922
2020-01-24,Joint,DD,"DuPont de Nemours, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03367570332638525,-0.1382387467392977,-0.2042431586592922
2020-01-24,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03913743665150027,-0.04552720668193566,-0.17971245349314435
2020-01-24,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.020572523034333434,-0.021168725852477865,-0.08676212508430658
2020-01-24,Spouse,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.04920917521837931,-0.10544813683634047,-0.2521968239628687
2020-01-27,Joint,GPK,Graphic Packaging Holding Company,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.03227769369723499,-0.039585847473210256,-0.17600489219821236
2020-01-27,Self,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.02828933448469395,-0.0009386908349676704,-0.1146788211473424
2020-01-27,Joint,WPX,"WPX Energy, Inc.",Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.02493767226882304,-0.013300070736792291,-0.23857023684656764
2020-01-27,Spouse,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.03512015944165814,-0.0665433764937079,-0.05175595949510614
2020-01-27,Self,BAM,Brookfield Asset Management Inc.,Stock,Sale (Partial),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.012311714593655099,0.0032399281455139928,-0.014741614355423427
2020-01-27,Self,INTU,Intuit Inc.,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.015506039417318096,-0.003383217999778032,-0.05282640342567757
2020-01-27,Self,PYPL,"PayPal Holdings, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.011107244038740971,0.011020516279098391,-0.06421382907891748
2020-01-27,Self,DHR,Danaher Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,James M Inhofe,https://efdsearch.senate.gov/search/view/ptr/f9e84e52-f7f3-4457-987e-a85d75f2a0d2/,0.015880878455696967,-0.001240675881069686,-0.08777912012633371
2020-01-28,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.020932336067801982,0.0036513697415558877,-0.13953859658526657
2020-01-28,Spouse,REZI,"Resideo Technologies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.05803568121425906,-0.09017859340018197,-0.040178555082909684
2020-01-29,Self,BMEZ,BlackRock Health Sciences Trust II,Stock,Purchase,"$100,001 - $250,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/e01a74ce-8d08-42e0-961e-6b275519c2db/,0.016467061308882647,0.0324351092233055,-0.001996053577839385
2020-01-29,Joint,AXTA,Axalta Coating Systems Ltd.,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,0.01600849682746386,0.06261117718488096,-0.10245467824908794
2020-01-29,Spouse,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.0007875762714139034,0.03911789054011794,-0.020040197369444512
2020-01-29,Spouse,KEYS,"Keysight Technologies, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.0038678939203155016,-0.002717981667122338,0.018398436540443708
2020-01-29,Spouse,CMCSA,Comcast Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.018928894289031772,0.029316723608273865,-0.018467203201668725
2020-01-29,Joint,GLW,Corning Incorporated,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.02328041758487953,-0.0021163832499134783,-0.1298060054906074
2020-01-30,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.019414507767888223,0.03554356759198152,-0.17114694207231718
2020-01-30,Spouse,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.026339520582640885,-0.022336043772664627,-0.056940121868098936
2020-01-30,Joint,BAC,Bank of America Corporation,Stock,Sale (Partial),"$15,001 - $50,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/6d145833-b89b-4a96-9422-8fc57045b10e/,-0.019414507767888223,0.03554356759198152,-0.17114694207231718
2020-01-31,Spouse,TJX,"The TJX Companies, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.02032521585926772,0.03963414831134382,0.05470866348490944
2020-01-31,Spouse,ROST,"Ross Stores, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,0.014618052892056532,0.04670646002085821,-0.023442417555753936
2020-01-31,Spouse,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/8b915201-8116-4027-9b76-8595ec4ffd85/,-0.007098576546290203,0.0008980238168423416,0.0002646879912420186
2020-02-05,Joint,HON,Honeywell International Inc.,Stock,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.003109032289116853,0.02419445408122156,-0.1358959531688857
2020-02-06,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,,,
2020-02-06,Joint,KL,Kirkland Lake Gold Ltd.,Stock,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.050120682866570565,-0.016617601816168004,-0.14205314544833836
2020-02-06,Joint,CMCSA,Comcast Corporation,Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.0031390854066271068,0.032959669753264365,-0.12331838986925847
2020-02-06,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.003200595143157514,0.003991292561032367,0.08094622614061064
2020-02-07,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,-0.02183094859903567,0.007042280479784058,-0.2838028019086113
2020-02-07,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,-0.02183094859903567,0.007042280479784058,-0.2838028019086113
2020-02-07,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.003484289682628039,0.12775846984112849,-0.3472706028274174
2020-02-07,Joint,ROKU,"Roku, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.06406444035305592,0.048289738430583595,-0.27058352311132416
2020-02-07,Joint,TCEHY,Tencent Holdings Limited,Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,,,
2020-02-07,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.013255366769762578,0.05263159460222555,-0.21208579395563065
2020-02-10,Joint,ARNA,"Arena Pharmaceuticals, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.0011543165413510081,0.041746864231488656,-0.23047325216888437
2020-02-10,Joint,AZO,"AutoZone, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.002372546852587254,0.019103751890912957,-0.07167935539014147
2020-02-10,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.03146858510076167,0.0763402958969106,-0.46736594262259545
2020-02-10,Joint,ET,Energy Transfer LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.01476622734798494,0.04183759199652082,-0.4831829033962307
2020-02-10,Joint,TRGP,Targa Resources Corp.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.024604041766619122,0.042420813747409136,-0.6855203706556576
2020-02-10,Joint,TRGP,Targa Resources Corp.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.024604041766619122,0.042420813747409136,-0.6855203706556576
2020-02-10,Joint,HBI,Hanesbrands Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.03311735253974302,0.04463641974329624,-0.33045356653244506
2020-02-10,Joint,ET,Energy Transfer LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.01476622734798494,0.04183759199652082,-0.4831829033962307
2020-02-10,Joint,WMB,"The Williams Companies, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.0018664959220300315,0.0027997883848789318,-0.3798413545219026
2020-02-11,Joint,ORLY,"O'Reilly Automotive, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.006952974618170016,0.006131937784731978,-0.0909791181347196
2020-02-11,Joint,FNKO,"Funko, Inc.",Stock,Sale (Partial),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.04067792555478511,0.03502818673222485,-0.43276838818702534
2020-02-11,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/b6d21e86-7a9f-4340-ba9c-21e73b9f01d7/,0.01735784703504817,0.1747358803948864,-0.10097434331789357
2020-02-11,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",R,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/b6d21e86-7a9f-4340-ba9c-21e73b9f01d7/,0.0014639138412868569,0.015397941337551568,-0.13885274491084143
2020-02-11,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.023747777614394394,0.0125465722268161,-0.1302837396805876
2020-02-12,Joint,FNKO,"Funko, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.02497280578541705,-0.028230209316497112,-0.5320304098883911
2020-02-12,Joint,EEFT,"Euronet Worldwide, Inc.",Stock,Sale (Full),"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.0020981222239848663,-0.038984734394828635,-0.44500846023688667
2020-02-13,Joint,ET,Energy Transfer LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,-0.007025772805601793,-0.05230289261098975,-0.590163947851214
2020-02-13,Self,DLR,"Digital Realty Trust, Inc.",Stock,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d09ce3a-1dfb-4110-b9aa-fe0dbde0d490/,0.039279232345304615,0.09167791207956322,0.09254727595700585
2020-02-13,Joint,ET,Energy Transfer LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,-0.007025772805601793,-0.05230289261098975,-0.590163947851214
2020-02-13,Self,WM,"Waste Management, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/2d09ce3a-1dfb-4110-b9aa-fe0dbde0d490/,0.012235342525904969,0.0026563164512845017,-0.12315867856654839
2020-02-14,Joint,CTXS,"Citrix Systems, Inc.",Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,0.012128192835684004,-0.08268455657480878,0.06940917237917832
2020-02-14,Joint,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$250,001 - $500,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.012695802776445442,-0.07073373137009453,-0.45391594231448273
2020-02-14,Joint,ORCL,Oracle Corporation,Stock,Purchase,"$100,001 - $250,000",--,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/370492b8-ed0a-4792-b45b-972d5da8a1e5/,-0.00036056349961299805,-0.05083828434767923,-0.1478276650889807
2020-02-18,Spouse,WMT,Walmart Inc.,Stock,Purchase,"$1,001 - $15,000",555,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/b6d21e86-7a9f-4340-ba9c-21e73b9f01d7/,-0.01630023399659042,-0.04380170512475556,-0.0015046418900643843
2020-02-18,Self,ICE,"Intercontinental Exchange, Inc.",Stock,Purchase,"$5,000,001 - $25,000,000",Exercise of stock options prior to expiration date,Kelly Loeffler,https://efdsearch.senate.gov/search/view/ptr/829529d5-698a-4b58-9af0-8a189cb7a6a8/,-0.008108095676100047,-0.043970850953507834,-0.23409560662650208
2020-02-19,Joint,ENB,Enbridge Inc.,Stock,Purchase,"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,-0.005003642913079753,-0.0655229907080267,-0.3893257465972211
2020-02-19,Joint,MPLX,MPLX LP,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,-0.0037974746704914075,-0.12658227440613457,-0.5050633263869362
2020-02-19,Joint,ALB,Albemarle Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--,"David A Perdue , Jr",https://efdsearch.senate.gov/search/view/ptr/c67b2ac7-642e-4601-8d9d-d7b613ec7b5e/,0.05563019279636183,-0.04130283146706071,-0.4017237188953142
