,transaction_date,owner,asset_description,type_detailed,amount,senator,ticker,share_class,type,amount_discrete,market_cap,return_1d,return_index_1d,return_abnormal_1d,return_5d,return_index_5d,return_abnormal_5d,return_1m,return_index_1m,return_abnormal_1m,return_prev1d,return_index_prev1d,return_abnormal_prev1d,return_prev5d,return_index_prev5d,return_abnormal_prev5d,return_prev1m,return_index_prev1m,return_abnormal_prev1m,bm_ratio,Senator,Party,Born,Occupation(s),Assumed office,age,in_office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
644,2020-04-14,Joint,Lions Gate Entertainment Corp.,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",LGF,B,Sale,3,943846440.0,0.0123076923076923,0.0220304561393644,-729.2121487573233,-0.0384615384615385,0.0384742415831008,-5770.221971237977,-0.0492307692307691,-0.002262777313198,-3522.6228778137915,-0.0466988727858292,-0.0305725241976657,-1209.4842072865565,-0.1818181818181818,-0.0684691854877463,-8501.23139928082,-0.4874141876430207,-0.1473087590299278,-25508.077198696275,,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
645,2020-04-02,Spouse,"Lazard Global Total Return and Income Fund, Inc.",Sale (Full),"$1,001 - $15,000",Thomas R Carper,LGI,,Sale,1,231725910.0,0.0384615384615384,0.01513712453995,186.6069735796672,-0.1196581196581196,-0.1040484387985278,-124.8852517171642,-0.1213675213675213,-0.1351616605326684,110.36001039075857,-0.0227272727272727,-0.0228293867638131,0.8169633493414702,0.0282392026578072,0.03922709281502,-87.9086152027802,0.2205196535642904,0.1586451219796428,495.0271899429731,,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
646,2020-11-20,Spouse,"Lazard Global Total Return and Income Fund, Inc.",Purchase,"$1,001 - $15,000",Thomas R Carper,LGI,,Purchase,1,231725910.0,0.0023781212841853,0.0056359169538502,-26.063994255153233,0.0267538644470868,0.0180152577342771,69.91322300583322,0.0612366230677765,0.0372364049314977,192.01374519929854,0.0053795576808128,-0.0067925413261786,97.3828781054355,0.025609756097561,-0.0077012119437123,266.50439981420703,0.066609172077922,0.0355051287126406,248.84789894393305,,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
647,2020-04-02,Spouse,"L3Harris Technologies, Inc.",Purchase,"$1,001 - $15,000",Thomas R Carper,LHX,,Purchase,1,39715370240.0,-0.0273539668700959,-0.01513712453995,-97.74084706233147,0.0396141564952048,0.1040484387985278,-515.5064755677357,0.0298605056669571,0.1351616605326684,-842.4618895031225,0.0358412823841509,0.0228293867638131,104.10167091051177,-0.0366404199475065,-0.03922709281502,20.694676276540957,-0.0763035572933137,-0.1586451219796428,658.773688272976,0.557,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
648,2020-07-09,Spouse,"L3Harris Technologies, Inc.",Purchase,"$1,001 - $15,000",Thomas R Carper,LHX,,Purchase,1,39715370240.0,0.0169586357947433,0.0104662045335575,51.942696305116996,0.045244055068836,0.0201519645944703,200.749269840162,0.121276533166458,0.0661220475563519,441.263462123653,-0.0294563637689865,-0.0056436399427117,-190.51369697211072,-0.062701679705456,0.0116147708818754,-594.5687629239457,-0.2378136029762472,-0.0248546740956381,-1703.7779105093123,0.6,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
649,2020-04-16,Joint,Eli Lilly and Company,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",LLY,,Sale,1,161509304900.0,-0.016544884637756,-0.0267935918272579,81.99478186960916,-0.0336068635687973,0.0006251004625743,-273.87282823298926,-0.0208751373360047,-0.0551374328017002,274.11549487329603,-0.0234820097553913,-0.0058167107381006,-141.33122478783423,-0.058199972643961,-0.0180255856406228,-321.41518322020727,-0.1959344566393568,-0.1732596296094513,-181.40995365275896,0.04,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
650,2020-07-09,Spouse,Landmark Infrastructure Partners LP,Purchase,"$1,001 - $15,000",Thomas R Carper,LMRK,,Purchase,1,273124160.0,-0.0124352331606218,0.0104662045335575,-183.2229522722823,-0.0202072538860104,0.0201519645944703,-322.89392745308584,0.1036269430051812,0.0661220475563519,300.05791603835803,-0.0132924335378322,-0.0056436399427117,-61.19417315776076,-0.0173116089613033,0.0116147708818754,-231.42550193535197,-0.1337522441651706,-0.0248546740956381,-871.235009341294,,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
651,2020-04-07,Joint,Lockheed Martin Corporation,Sale (Full),"$100,001 - $250,000",Kelly Loeffler,LMT,,Sale,4,99317727120.0,-0.0172539968475569,-0.0340564260493869,2100.3120514433513,-0.053760414321099,-0.0466080822438059,-894.0450858276637,-0.0650754053141184,-0.1016729274538339,4574.708566225495,0.0344340526040481,0.0016030454108602,4103.892314652084,-0.0481781664499727,-0.0289484986013253,-2403.7180959148495,0.0710905430491282,0.1052897183055945,-4274.914006645916,0.029,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
652,2020-07-09,Spouse,Lockheed Martin Corporation,Purchase,"$1,001 - $15,000",Thomas R Carper,LMT,,Purchase,1,99317727120.0,0.0273267745419101,0.0104662045335575,134.89299035182498,0.076244295689031,0.0201519645944703,448.76669492203206,0.145017123926848,0.0661220475563519,631.2000585021533,-0.0293236436249423,-0.0056436399427117,-189.4518694596851,-0.0567671589599033,0.0116147708818754,-547.0896296991513,-0.1794351962209798,-0.0248546740956381,-1236.7214672637954,0.036,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
653,2020-02-19,Joint,"Cheniere Energy, Inc.",Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",LNG,,Sale,1,15144008220.0,0.0086720867208672,0.0038155427255142,38.854780234821675,0.1279132791327912,0.0796656970305509,386.0047806089735,0.3669376693766938,0.3193095403334169,381.048846410736,-0.0021727322107552,-0.0047058265015769,20.26602087371901,-0.0069128615608515,-0.0084580448216811,12.362238678266415,0.15894240996809,-0.0209056292039642,1438.8742373960195,,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
654,2020-03-26,Joint,"Cheniere Energy, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LNG,,Purchase,1,15144008220.0,-0.0348502304147465,-0.0336873163071707,-9.303894317660188,-0.0230414746543777,-0.0392270928150201,129.49303809421872,0.2407834101382489,0.0887124677289956,1216.6435747452301,0.042329630741519,0.0624141608363362,-160.6862830235842,0.0918238993710691,0.0915916476784581,1.8581296667335054,-0.3036502206177296,-0.1592412274112032,-1155.3441501488137,,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
655,2020-04-15,Joint,"Cheniere Energy, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",LNG,,Sale,2,15144008220.0,0.0320221886031264,-0.0058167107381006,1229.7831480395482,-0.0277357539082199,-0.0057304840193146,-715.1822740243634,-0.0405950579929401,-0.0288643941135893,-381.2524414108407,-0.0005045408678101,0.0220304561393646,-732.3986702316813,-0.1765054879857608,-0.0466080822438061,-4221.730635316396,-0.1203389830508474,-0.026683683631991,-3043.8440587625428,,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
656,2020-04-07,Joint,"Lowe's Companies, Inc.",Sale (Full),"$250,001 - $500,000",Kelly Loeffler,LOW,,Sale,5,117609361400.0,-0.0372691292875988,-0.0340564260493869,-1204.7653206810442,-0.0371591908531223,-0.0466080822438059,3543.338995952045,-0.2558267370272649,-0.1016729274538339,-57807.75566694137,-0.0246704967894557,0.0016030454108602,-9852.591461889562,-0.0570598489250435,-0.0289484986013253,-10541.770427069487,0.1362643623587505,0.1052897183055945,11615.507007255488,0.022,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
657,2020-08-18,Spouse,"Lowe's Companies, Inc.",Purchase,"$15,001 - $50,000",Ron L Wyden,LOW,,Purchase,2,117609361400.0,0.0023431068330062,-0.0044044156257928,219.2978536721969,0.0507250965739978,0.0158830366572459,1132.384368324392,0.0138687226901399,-0.0207417590522099,1124.857961867243,-0.0031563663910108,0.0023033775972136,-177.44440948928712,0.0262559303307987,0.0168251997036317,306.5034607482411,0.0936352933028603,0.0511825796268214,1379.734420828099,0.022,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
658,2020-08-19,Spouse,"Lowe's Companies, Inc.",Sale (Partial),"$1,001 - $15,000",William Cassidy,LOW,,Sale,1,117609361400.0,-0.0018953752843062,-0.0031586589033587,10.106900594228726,-0.0765099823098305,-0.0307806272871387,-365.8577048590457,-0.0083397144301238,0.0277908647791753,-289.0626989639975,-0.0023431068330062,0.0044044156257929,-53.9835534316222,-0.0105343803868991,0.0016270504533553,-97.29752743745533,-0.0984038099650375,-0.0378278144066128,-484.638252465176,0.022,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
659,2020-11-05,Spouse,"Lowe's Companies, Inc.",Sale (Full),"$1,001 - $15,000",William Cassidy,LOW,,Sale,1,117609361400.0,0.0043131462333825,0.0002877124015439,32.205483371624716,0.0665878877400295,-0.0075659815693145,593.2680314094067,0.1064105760709009,-0.0546368699169623,1288.4600916259003,-0.0061229342527642,-0.0194601909718188,106.70472238079633,-0.0528771384136859,-0.0605236683977268,61.17606313731922,-0.025819684476654,-0.0444814710126602,149.3036231813168,0.039,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
660,2020-03-03,Joint,Lululemon Athletica Inc.,Sale (Full),"$50,001 - $100,000",Kelly Loeffler,LULU,,Sale,3,43545861630.0,-0.0197684145643464,-0.0422025924211801,1682.574556351456,0.1013076211861048,0.0403346906974497,4573.0002731143695,0.1833310879232157,0.1586451219796427,1851.4597887509394,0.0077325909887544,0.028107940185682,-1528.1613774441685,0.0489091746576776,0.0399078067009568,675.1070974380309,0.068261065758707,0.0853590201177955,-1282.3551259088094,0.064,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
661,2020-03-16,Joint,"Live Nation Entertainment, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LYV,,Purchase,1,15953757160.0,-0.0658220875791792,0.059954822243549,-920.0124858274572,0.0280914348664278,-0.0623310548880404,723.4251292806237,0.0024786560176259,0.1732596296094513,-1366.3331792213985,-0.1526254375729288,-0.1198405028365707,-262.29587035823215,-0.2316969953449005,-0.131229610858674,-803.7893095820551,-0.5099865047233467,-0.293929485567178,-1728.5641817589278,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
662,2020-03-17,Joint,"Live Nation Entertainment, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LYV,,Purchase,1,15953757160.0,-0.1303066037735849,-0.0518308233070667,-627.8454816223781,0.2659198113207546,-0.0323660934923829,2334.7644634947374,0.1306014150943395,0.1365536001644796,-47.62045665365507,-0.0658220875791792,0.059954822243549,-1002.9510165575238,-0.3264495631453534,-0.1224884898151777,-1631.79056717807,-0.5362952836637047,-0.2503749325714149,-2287.505768913864,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
663,2020-03-18,Joint,"Live Nation Entertainment, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LYV,,Purchase,1,15953757160.0,0.1159322033898304,0.0047078937492182,787.1418846009532,0.5559322033898304,0.032300571285601,2334.7644634947374,0.2427118644067796,0.1772486551853551,523.738405376006,-0.1303066037735849,-0.0518308233070666,-627.8454816223788,-0.2977862413711021,-0.1252216037178355,-1380.6033835449587,-0.6014590651175358,-0.2905365426488687,-2487.53564101057,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
664,2020-03-18,Joint,"Live Nation Entertainment, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LYV,,Purchase,1,15953757160.0,0.1159322033898304,0.0047078937492182,787.1418846009532,0.5559322033898304,0.032300571285601,2334.7644634947374,0.2427118644067796,0.1772486551853551,523.738405376006,-0.1303066037735849,-0.0518308233070666,-627.8454816223788,-0.2977862413711021,-0.1252216037178355,-1380.6033835449587,-0.6014590651175358,-0.2905365426488687,-2487.53564101057,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
665,2020-04-03,Joint,"Live Nation Entertainment, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LYV,,Purchase,1,15953757160.0,0.0280011915400655,0.0703313041207078,-338.66206570142873,0.1739648495680665,0.1096899925662506,514.2309934430281,0.1465594280607685,0.1445643220219798,15.961845863328193,-0.0111929307805597,-0.01513712453995,31.555522172002096,-0.2880169671261929,-0.0207832474906254,-1881.4351235675742,-0.4383469968211477,-0.2049346350938621,-1867.4155999991485,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
666,2020-04-06,Joint,"Live Nation Entertainment, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",LYV,,Purchase,1,15953757160.0,0.0967835410026081,-0.0016030454108602,787.1418846009532,0.215879455230368,0.0684691854877463,1179.3558630758441,0.14082874529122,0.0816577066314272,473.3978947976715,0.0280011915400655,0.0703313041207078,-338.66206570142873,-0.2370108335175769,0.0140978051891191,-1881.4351235675742,-0.3776375112714157,-0.1191359616923616,-2068.141647407222,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
667,2020-04-14,Joint,"Live Nation Entertainment, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",LYV,,Sale,2,15953757160.0,0.0831744518589132,0.0220304561393644,1987.2104328831924,0.1308388941849381,0.0384742415831008,3001.8973918860097,0.0660152526215444,-0.002262777313198,2219.070111894095,-0.0647043897487948,-0.0305725241976657,-1109.3026963444713,-0.215879455230368,-0.0684691854877463,-4790.907471770074,-0.1591160220994474,-0.1473087590299278,-383.74195339092176,0.087,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
668,2020-03-10,Joint,"Macy's, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",M,,Purchase,1,3492877500.0,-0.0830917874396134,-0.048868410917935,-273.80412386168723,-0.3526570048309179,-0.1224884898151777,-1841.4632043834285,-0.3565217391304347,-0.0320619797864847,-2595.840304631272,-0.0076701821668265,0.0493963357800302,-456.5606768338278,-0.1818181818181818,-0.0403346906974497,-1131.9386707114172,-0.3893805309734512,-0.1385476630262599,-2006.788360011504,1.531,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
669,2020-03-20,Joint,"Macy's, Inc.",Purchase,"$1,001 - $15,000","David A Perdue , Jr",M,,Purchase,1,3492877500.0,-0.2009966777408638,-0.0292938583551706,-920.0124858274572,-0.0813953488372092,0.1026282907866649,-1472.2811288108048,-0.1993355481727573,0.2144933446713985,-3310.8380571996695,-0.1001494768310913,-0.0433595225347492,-454.3480293478842,-0.2503113325031133,-0.1497960177350222,-804.172775802112,-0.6304481276856968,-0.3193095403334169,-2489.2642681119146,1.531,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
670,2020-04-14,Joint,"Macy's, Inc.",Sale (Full),"$15,001 - $50,000","David A Perdue , Jr",M,,Sale,2,3492877500.0,0.0758064516129032,0.0220304561393644,1747.7467408877446,0.1580645161290322,0.0384742415831008,3886.7437178800433,0.1919354838709678,-0.002262777313198,6311.540587615981,-0.0064935064935065,-0.0305725241976657,782.5801148940261,-0.1012433392539966,-0.0684691854877463,-1065.1763844800148,0.159891598915989,-0.1473087590299278,9984.16523342127,1.531,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
671,2020-01-06,Spouse,Mastercard Incorporated,Sale (Full),"$50,001 - $100,000",Pat Roberts,MA,,Sale,3,352824481800.0,0.0033861832026629,0.002803208595685,43.72338701063849,-0.0464096522122745,-0.0128916790911441,-2513.864743071333,-0.0931845402787059,-0.030650467612159,-4690.086717027343,-0.0026629165750065,-0.0035333941295578,65.28625183012477,-0.0016293809147229,-0.0019320868389702,22.703095671509626,-0.0492528823713818,-0.0494892021207811,17.724099364822198,0.018,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
672,2020-01-21,Spouse,Mastercard Incorporated,Purchase,"$15,001 - $50,000",Pat Roberts,MA,,Purchase,2,352824481800.0,0.0073929427947985,0.0002890878375325,230.8788380386204,-0.0051564006198986,-0.0134154824604989,268.42428936043,0.0551983988816948,0.0051072184630764,1627.988409195304,-0.0053451461410123,-0.0026519542770645,-87.53008217423222,0.0213191212626222,0.0099326973081963,370.064471730819,0.0876013175675674,0.0401782917569819,1541.2720503569308,0.018,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
673,2020-04-14,Joint,Mastercard Incorporated,Sale (Full),"$50,001 - $100,000","David A Perdue , Jr",MA,,Sale,3,352824481800.0,0.0501624926122932,0.0220304561393644,2109.9168014878887,0.0937130245271868,0.0384742415831008,4142.936340197922,-0.0243424940898344,-0.002262777313198,-1655.9897981061183,-0.0280246069719756,-0.0305725241976657,191.09506588537036,-0.0179739790930286,-0.0684691854877463,3787.1657272070247,-0.1209937888198759,-0.1473087590299278,1973.63592323899,0.02,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
674,2020-04-29,Spouse,Mastercard Incorporated,Purchase,"$15,001 - $50,000",Pat Roberts,MA,,Purchase,2,352824481800.0,-0.0307377771511155,-0.0092124197570344,-699.5848779863328,-0.0396559624942719,-0.0309881578902606,-281.707983532666,0.0624272621523493,0.0395372017785276,743.9384071793921,0.0721465959128271,0.0265838743587147,1480.8112318694268,0.104238838503756,0.05008377064348,1760.0667829929,0.1455280091067234,0.1566180202796021,-360.43090812414096,0.02,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
675,2020-07-02,Spouse,Mastercard Incorporated,Sale (Full),"$50,001 - $100,000",Pat Roberts,MA,,Sale,3,352824481800.0,-0.0104159774348266,-0.0158817383970018,409.9348050436136,0.0222869511842156,-0.0175814134779122,2990.1472838419163,-0.0395807142523407,-0.0563895961993732,1260.6745504684036,-0.0041504796576523,-0.0045412823425956,29.310396772082473,-0.0147981606389662,-0.0149979246115132,14.982397823011274,0.0038538489410058,-0.0159665283917918,1486.5382101484863,0.023,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
676,2020-07-09,Spouse,ManTech International Corporation,Purchase,"$1,001 - $15,000",Thomas R Carper,MANT,,Purchase,1,2417389200.0,0.0198581560283686,0.0104662045335575,75.14030793423541,0.0171788810086683,0.0201519645944703,-23.786155228208102,0.1561859732072497,0.0661220475563519,720.556437170007,-0.0368852459016393,-0.0056436399427117,-249.94846847439945,-0.0754771965612705,0.0116147708818754,-696.7792855288887,-0.1602699841185811,-0.0248546740956381,-1083.3901878385554,0.563,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
677,2020-11-20,Spouse,ManTech International Corporation,Purchase,"$1,001 - $15,000",Thomas R Carper,MANT,,Purchase,1,2417389200.0,0.0186928104575163,0.0056359169538502,104.46167647608064,0.006143790849673,0.0180152577342771,-94.9776708102743,0.0806535947712419,0.0372364049314977,347.3592273128727,-0.000653167864141,-0.0067925413261786,49.11805738303182,-0.0167095115681232,-0.0077012119437123,-72.07090114509941,0.1120802442215438,0.0355051287126406,612.6392116289793,0.61,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
678,2020-05-27,Spouse,"Marriott International, Inc.",Purchase,"$50,001 - $100,000",Ron L Wyden,MAR,,Purchase,3,42785877440.0,-0.064516129032258,-0.0021079466294262,-4680.644884303579,0.0198040016333198,0.0285692641619428,-657.3990722779818,-0.1737443854634544,-0.0089192491757599,-12361.967634145225,0.0320269700800672,0.0148273430109935,1289.9806299940622,0.0804014558288297,0.0387247086837225,3125.776874256605,0.2137281625573039,0.0702884296763186,10758.051685940338,0.02,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
679,2020-06-04,Spouse,"Marriott International, Inc.",Purchase,"$15,001 - $50,000",Ron L Wyden,MAR,,Purchase,2,42785877440.0,0.0299561152451821,0.026211704981766,121.69520576615172,-0.1276473955352032,-0.0354233938985011,-2997.326165193633,-0.1659034535394007,0.0105932816039326,-5736.232140525907,0.0492492492492491,-0.003368696103264,1710.109532929352,0.1438236577913574,0.027269756710994,3788.0600620623472,0.269314604020344,0.0948415964878954,5670.459981308342,0.02,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
680,2020-06-05,Spouse,"Marriott International, Inc.",Purchase,"$50,001 - $100,000",Ron L Wyden,MAR,,Purchase,3,42785877440.0,0.047980733605039,0.0120415913936748,2695.4536354234133,-0.1454242311967394,-0.0477843910167098,-7323.036833422302,-0.1664505372360133,-0.0075111226607971,-11920.535562848503,0.0299561152451821,0.0262117049817662,280.8326419613167,0.2198870056497175,0.0491474258534774,12805.553854507905,0.2904613913459239,0.1134728284363624,13274.230712498567,0.02,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
681,2020-08-03,Spouse,"Marriott International, Inc.",Sale (Full),"$100,001 - $250,000",Ron L Wyden,MAR,,Sale,4,42785877440.0,-0.0308908045977012,-0.0036119601409574,-3409.8691965151907,-0.1629549808429118,-0.0199902264607949,-17870.665780141793,-0.2498802681992338,-0.0868782648022072,-20375.331925630013,0.0036385326573218,-0.0071810266819927,1352.450327193982,0.0318766662802828,-0.0170401400254984,6114.625246625816,0.0357885015008082,-0.0573677893101745,11644.582929518243,0.02,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
682,2020-11-20,Spouse,Maxar Technologies Inc.,Purchase,"$1,001 - $15,000",Thomas R Carper,MAXR,,Purchase,1,2356884250.0,0.0190654205607476,0.0056359169538502,107.44274360698265,0.039626168224299,0.0180152577342771,172.8980893754202,0.3196261682242989,0.0372364049314977,2259.259301224056,-0.0367302844796543,-0.0067925413261786,-239.51691409938152,0.07,-0.0077012119437123,621.6485461556703,-0.0938346883468833,0.0355051287126406,-1034.7832063847218,0.656,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
683,2020-05-05,Spouse,McDonald's Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,MCD,,Purchase,2,159885918400.0,-0.0126646388828031,-0.0069794034388029,-184.77299454772526,-0.0150637126163963,0.0005856842046547,-508.61322138257134,0.0999776221837969,0.1134728284363626,-438.60095081151155,-0.0144608236652554,0.0090405735311707,-763.8071595824465,-0.0359811776464893,0.0017636437928469,-1226.7255691891494,0.1098452631578947,0.1351616605326684,-822.7955728788294,,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
684,2020-04-07,Joint,"Mondelez International, Inc.",Sale (Full),"$100,001 - $250,000",Kelly Loeffler,MDLZ,,Sale,4,83621630610.0,0.0001930501930501,-0.0340564260493869,4281.201655042759,-0.0368725868725869,-0.0466080822438059,1216.941789150048,0.0173745173745173,-0.1016729274538339,14880.990127266314,0.004420526619258,0.0016030454108602,352.1865597903292,-0.0343450479233227,-0.0289484986013253,-674.571363524336,0.0693496227093065,0.1052897183055945,-4492.529919583785,0.387,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
685,2020-04-14,Joint,"Mondelez International, Inc.",Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",MDLZ,,Sale,2,83621630610.0,0.014676206200697,0.0220304561393644,-239.01680013165983,0.0629242340854888,0.0384742415831008,794.6369813238579,0.0915428361768482,-0.002262777313198,3048.7293412332465,-0.0478662053056515,-0.0305725241976657,-562.0532828500892,-0.0476648087641744,-0.0684691854877463,676.1526457044486,-0.1473374026520733,-0.1473087590299278,-0.9309320415397139,0.387,David Perdue,Republican,1949-12-10,Corporate executive,2015-03-01,71,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
